pollution_id,city,timestamp,pm25,pm10,no2,so2,co,o3,aqi_value,data_source,temperature,humidity,wind_speed,atmospheric_pressure,precipitation,cloudiness,created_at,date,time,hour,day_of_week
109,Panipat,2025-11-06 07:31:30.027970,49.07,72.03,8.22,6.18,436.26,79.35,3,OpenWeather,16.75,29.0,3.04,,,0.0,2025-11-06 07:31:30.033370,2025-11-06,07:31:30.027970,7,Thursday
108,Patna,2025-11-06 07:31:29.869566,91.3,121.74,4.48,2.72,490.67,30.78,5,OpenWeather,20.96,100.0,2.06,,,0.0,2025-11-06 07:31:29.871761,2025-11-06,07:31:29.869566,7,Thursday
30,Patna,2025-11-04 20:06:09.486934,91.8,144.32,9.38,6.65,516.67,63.38,5,OpenWeather,23.96,88.0,2.06,,,46.0,2025-11-04 20:06:09.489085,2025-11-04,20:06:09.486934,20,Tuesday
112,Pimpri-Chinchwad,2025-11-06 07:31:31.110489,60.11,96.44,3.77,1.52,252.24,35.65,4,OpenWeather,21.63,83.0,0.5,,,59.0,2025-11-06 07:31:31.111809,2025-11-06,07:31:31.110489,7,Thursday
110,Pune,2025-11-06 07:31:30.453585,53.79,87.09,3.29,1.26,228.22,45.38,4,OpenWeather,21.72,84.0,0.57,,,65.0,2025-11-06 07:31:30.456922,2025-11-06,07:31:30.453585,7,Thursday
20,Pune,2025-11-04 20:06:06.959130,17.36,19.43,1.16,0.79,211.82,81.95,2,OpenWeather,21.54,90.0,2.51,,,100.0,2025-11-04 20:06:06.960925,2025-11-04,20:06:06.959130,20,Tuesday
20,Pune,2025-11-04 20:06:06.959130,17.36,19.43,1.16,0.79,211.82,81.95,2,OpenWeather,21.54,90.0,2.51,,,100.0,2025-11-04 20:06:06.960925,2025-11-04,20:06:06.959130,20,Tuesday
12,Pune,2025-11-04 20:06:05.423636,17.36,19.43,1.16,0.79,211.82,81.95,2,OpenWeather,21.54,90.0,2.51,,,100.0,2025-11-04 20:06:05.428128,2025-11-04,20:06:05.423636,20,Tuesday
12,Pune,2025-11-04 20:06:05.423636,17.36,19.43,1.16,0.79,211.82,81.95,2,OpenWeather,21.54,90.0,2.51,,,100.0,2025-11-04 20:06:05.428128,2025-11-04,20:06:05.423636,20,Tuesday
111,Raipur,2025-11-06 07:31:31.011273,17.52,22.7,5.39,2.59,286.36,13.35,2,OpenWeather,20.08,94.0,1.03,,,64.0,2025-11-06 07:31:31.024286,2025-11-06,07:31:31.011273,7,Thursday
47,Raipur,2025-11-04 20:06:12.781732,58.68,65.94,10.41,3.34,393.15,30.11,4,OpenWeather,22.08,68.0,0.0,,,100.0,2025-11-04 20:06:12.782801,2025-11-04,20:06:12.781732,20,Tuesday
113,Rajkot,2025-11-06 07:31:31.258695,52.32,92.75,4.94,0.91,282.52,35.6,4,OpenWeather,25.56,66.0,1.67,,,36.0,2025-11-06 07:31:31.259208,2025-11-06,07:31:31.258695,7,Thursday
36,Rajkot,2025-11-04 20:06:10.713524,46.62,103.86,4.42,0.98,183.29,84.07,4,OpenWeather,25.05,70.0,4.62,,,2.0,2025-11-04 20:06:10.717105,2025-11-04,20:06:10.713524,20,Tuesday
114,Ranchi,2025-11-06 07:31:31.434497,85.01,111.71,9.49,7.67,446.08,19.81,5,OpenWeather,17.06,82.0,1.03,,,1.0,2025-11-06 07:31:31.436153,2025-11-06,07:31:31.434497,7,Thursday
41,Ranchi,2025-11-04 20:06:11.548333,46.97,62.78,11.92,4.08,435.4,56.32,3,OpenWeather,19.06,68.0,2.57,,,20.0,2025-11-04 20:06:11.549033,2025-11-04,20:06:11.548333,20,Tuesday
116,Rewari,2025-11-06 07:31:32.971708,57.27,83.44,6.77,5.84,449.48,89.89,4,OpenWeather,18.76,42.0,2.27,,,0.0,2025-11-06 07:31:32.975101,2025-11-06,07:31:32.971708,7,Thursday
117,Rohtak,2025-11-06 07:31:33.001024,48.37,76.18,8.43,4.81,426.6,76.75,3,OpenWeather,17.77,28.0,2.73,,,0.0,2025-11-06 07:31:33.001354,2025-11-06,07:31:33.001024,7,Thursday
115,Salem,2025-11-06 07:31:32.349866,12.5,18.04,8.1,2.86,322.73,35.82,2,OpenWeather,23.08,85.0,0.95,,,99.0,2025-11-06 07:31:32.350658,2025-11-06,07:31:32.349866,7,Thursday
54,Salem,2025-11-04 20:06:14.865307,6.87,11.06,11.18,3.38,316.3,49.37,1,OpenWeather,27.53,69.0,0.49,,,100.0,2025-11-04 20:06:14.876930,2025-11-04,20:06:14.865307,20,Tuesday
118,Solapur,2025-11-06 07:31:33.285855,24.23,35.11,9.0,1.51,338.68,21.39,2,OpenWeather,23.59,71.0,3.65,,,14.0,2025-11-06 07:31:33.287971,2025-11-06,07:31:33.285855,7,Thursday
120,Sonipat,2025-11-06 07:31:34.295737,51.84,73.97,7.54,6.12,449.52,81.93,4,OpenWeather,17.73,28.0,2.9,,,0.0,2025-11-06 07:31:34.296112,2025-11-06,07:31:34.295737,7,Thursday
122,Srinagar,2025-11-06 07:31:34.585211,36.26,49.4,11.83,1.29,525.42,58.4,3,OpenWeather,4.86,39.0,1.14,,,0.0,2025-11-06 07:31:34.585926,2025-11-06,07:31:34.585211,7,Thursday
119,Thane,2025-11-06 07:31:33.950832,39.62,79.15,2.21,5.72,161.51,93.92,3,OpenWeather,24.95,78.0,3.09,,,20.0,2025-11-06 07:31:33.951577,2025-11-06,07:31:33.950832,7,Thursday
27,Thane,2025-11-04 20:06:08.764513,30.23,52.02,0.43,0.84,162.17,86.69,3,OpenWeather,27.95,74.0,3.09,,,75.0,2025-11-04 20:06:08.778359,2025-11-04,20:06:08.764513,20,Tuesday
121,Vadodara,2025-11-06 07:31:34.350482,64.54,97.62,14.87,16.37,428.45,43.73,4,OpenWeather,20.98,94.0,0.0,,,0.0,2025-11-06 07:31:34.351966,2025-11-06,07:31:34.350482,7,Thursday
31,Vadodara,2025-11-04 20:06:09.500037,40.15,89.14,6.45,11.03,176.59,83.36,3,OpenWeather,26.98,78.0,2.57,,,20.0,2025-11-04 20:06:09.500328,2025-11-04,20:06:09.500037,20,Tuesday
123,Varanasi,2025-11-06 07:31:34.919140,45.9,59.79,2.77,2.4,392.62,62.57,3,OpenWeather,21.64,69.0,2.06,,,0.0,2025-11-06 07:31:34.921486,2025-11-06,07:31:34.919140,7,Thursday
37,Varanasi,2025-11-04 20:06:10.737175,52.48,81.78,4.47,4.51,317.82,82.36,4,OpenWeather,22.39,49.0,1.37,,,3.0,2025-11-04 20:06:10.740620,2025-11-04,20:06:10.737175,20,Tuesday
124,Vijayawada,2025-11-06 07:31:35.527912,35.23,38.73,3.55,1.35,411.43,39.21,3,OpenWeather,24.97,94.0,2.06,,,75.0,2025-11-06 07:31:35.528701,2025-11-06,07:31:35.527912,7,Thursday
44,Vijayawada,2025-11-04 20:06:12.643622,16.86,20.39,6.04,1.81,391.12,57.0,2,OpenWeather,26.97,83.0,2.06,,,40.0,2025-11-04 20:06:12.657617,2025-11-04,20:06:12.643622,20,Tuesday
125,Visakhapatnam,2025-11-06 07:31:35.582663,41.25,45.15,3.95,5.52,396.45,66.08,3,OpenWeather,24.94,100.0,2.57,,,20.0,2025-11-06 07:31:35.584289,2025-11-06,07:31:35.582663,7,Thursday
29,Visakhapatnam,2025-11-04 20:06:08.941799,46.08,49.07,3.2,2.36,367.27,92.87,3,OpenWeather,27.94,89.0,1.03,,,75.0,2025-11-04 20:06:08.945896,2025-11-04,20:06:08.941799,20,Tuesday
126,Warangal,2025-11-06 07:31:36.414117,21.67,29.7,10.23,3.71,460.59,26.99,2,OpenWeather,22.4,87.0,3.06,,,22.0,2025-11-06 07:31:36.422202,2025-11-06,07:31:36.414117,7,Thursday
